0	(4,5,2),(1,0,0)
1	(4,5,2),(1,0,0)
2	(4,5,2),(1,0,0)
3	(4,5,2),(1,0,0)
4	(4,5,3),(1,0,0)
5	(1,0,0),(4,5,3)
6	(1,0,0),(4,5,2)
7	(1,0,0),(4,5,2)
8	(1,0,0),(4,5,2)
9	(1,0,0),(4,5,2)
10	(1,0,0),(4,5,2)
11	(1,0,0),(4,5,1)
12	(1,0,0),(4,5,1)
13	(1,0,0),(4,5,1)
14	(1,0,0),(4,5,1)
15	(1,5,0),(4,4,0)
16	(1,5,0),(4,4,0)
17	(1,5,0),(4,4,0)
18	(1,0,0),(1,4,0)
19	(1,4,0),(1,4,0)
20	(1,4,0),(1,4,0)
21	(1,4,0),(1,4,0)
22	(1,4,0),(1,4,0)
23	(1,4,0),(1,4,0)
24	(1,4,0),(1,4,0)
25	(1,4,0),(4,5,0)
26	(3,4,0),(1,5,0)
27	(1,4,0),(1,0,0)
28	(4,4,0),(1,5,0)
29	(4,4,0),(1,5,0)
30	(4,4,0),(1,5,0)
31	(4,5,1),(1,0,0)
32	(4,5,1),(1,3,1)
33	(4,5,1),(1,0,0)
34	(4,5,1),(1,0,0)
35	(4,5,2),(1,0,0)
