0	(1,0,1),(0,5,3)
1	(1,0,1),(0,5,3)
2	(1,0,1),(0,5,3)
3	(1,0,1),(0,5,3)
4	(1,0,1),(0,5,3)
5	(1,0,0),(0,5,3)
6	(0,0,0),(1,5,2)
7	(0,0,0),(1,5,2)
8	(0,0,0),(1,5,2)
9	(0,0,0),(1,5,2)
10	(0,0,0),(1,5,2)
11	(0,0,0),(1,5,2)
12	(0,0,0),(1,5,2)
13	(0,0,0),(1,5,2)
14	(0,0,0),(1,5,2)
15	(0,0,0),(1,5,2)
16	(0,0,0),(1,5,2)
17	(0,0,0),(1,5,2)
18	(0,0,0),(1,5,2)
19	(1,1,0),(1,5,2)
20	(1,1,0),(1,5,2)
21	(1,1,0),(1,5,2)
22	(1,1,0),(1,5,2)
23	(1,1,0),(1,5,2)
24	(1,1,0),(1,5,2)
25	(1,1,0),(1,5,2)
26	(1,1,0),(1,5,2)
27	(1,1,0),(0,5,2)
28	(1,1,0),(0,5,2)
29	(1,1,0),(0,5,2)
30	(1,1,0),(0,5,2)
31	(1,1,0),(0,5,2)
32	(1,1,0),(0,5,2)
33	(1,1,0),(0,5,2)
34	(1,0,0),(0,5,3)
35	(1,0,0),(0,5,3)
